Mutated_genes,Structural_variants_genes,CNA_genes,DEG_posi,DEG_nega,DEG,Epi_modiffications,All
NA,NA,NA,Prot_P04183,Prot_P05164,Prot_P04183,Prot_O43692,Prot_O43692
NA,NA,NA,Prot_B7Z880,Prot_P35348,Prot_B7Z880,Prot_Q8TB36,Prot_Q8TB36
NA,NA,NA,Prot_Q6ZSP3,Prot_B0ZBD3,Prot_Q6ZSP3,Prot_B4DL28,Prot_B4DL28
NA,NA,NA,Prot_Q6ZU25,Prot_O75094,Prot_Q6ZU25,Prot_Q6ISB3,Prot_Q6ISB3
NA,NA,NA,Prot_Q9NTI2,Prot_O43246,Prot_Q9NTI2,Prot_Q96B02,Prot_Q96B02
NA,NA,NA,Prot_Q7RTS1,Prot_P23508,Prot_Q7RTS1,Prot_X6REH9,Prot_X6REH9
NA,NA,NA,Prot_Q8NBT2,Prot_Q6UX72,Prot_Q8NBT2,Prot_Q96FI0,Prot_Q96FI0
NA,NA,NA,Prot_A0A024R5D6,Prot_Q9NRR1,Prot_A0A024R5D6,Prot_O75949,Prot_O75949
NA,NA,NA,Prot_Q96FF9,Prot_A0A024R3J8,Prot_Q96FF9,Prot_O95388,Prot_O95388
NA,NA,NA,Prot_Q9BRJ9,Prot_Q9H0Q3,Prot_Q9BRJ9,Prot_Q7Z682,Prot_Q7Z682
NA,NA,NA,Prot_Q9NXL2,Prot_B2R805,Prot_Q9NXL2,Prot_Q9HDC5,Prot_Q9HDC5
NA,NA,NA,Prot_F1T0K5,Prot_F1T0A2,Prot_F1T0K5,Prot_Q86VR1,Prot_Q86VR1
NA,NA,NA,Prot_Q9UIW0,Prot_Q13394,Prot_Q9UIW0,Prot_P98168,Prot_P98168
NA,NA,NA,Prot_Q86VI3,Prot_Q9Y5K3,Prot_Q86VI3,Prot_Q9BUB7,Prot_Q9BUB7
NA,NA,NA,Prot_A0A140VK29,Prot_P28566,Prot_A0A140VK29,Prot_Q96DT7,Prot_Q96DT7
NA,NA,NA,Prot_Q9HCC0,Prot_F5GZS7,Prot_Q9HCC0,Prot_Q9H9H3,Prot_Q9H9H3
NA,NA,NA,Prot_A0A0S2Z5F0,Prot_O14511,Prot_A0A0S2Z5F0,Prot_A0A0A0MTC5,Prot_A0A0A0MTC5
NA,NA,NA,Prot_Q9BSJ6,Prot_A8MXH5,Prot_Q9BSJ6,Prot_Q9NUL3,Prot_Q9NUL3
NA,NA,NA,Prot_A0A0S2Z5C7,Prot_A0A087WZY5,Prot_A0A0S2Z5C7,Prot_E9PH62,Prot_E9PH62
NA,NA,NA,Prot_Q14190,Prot_A8VPY0,Prot_Q14190,Prot_A0A0A0MTC6,Prot_A0A0A0MTC6
NA,NA,NA,Prot_Q6ZN44,Prot_B7ZMM7,Prot_Q6ZN44,Prot_A0A0A0MTC4,Prot_A0A0A0MTC4
NA,NA,NA,Prot_P68431,Prot_B2RTX6,Prot_P68431,Prot_A8K276,Prot_A8K276
NA,NA,NA,Prot_C9JI98,Prot_F5H3Q5,Prot_C9JI98,Prot_F8VPI7,Prot_F8VPI7
NA,NA,NA,Prot_O14522,Prot_Q14031,Prot_O14522,Prot_Q4LE57,Prot_Q4LE57
NA,NA,NA,Prot_A0A075B6H0,Prot_Q9NV29,Prot_A0A075B6H0,Prot_A0A0A0MTD1,Prot_A0A0A0MTD1
NA,NA,NA,Prot_Q9NYZ3,Prot_Q8IWT1,Prot_Q9NYZ3,Prot_B2RB70,Prot_B2RB70
NA,NA,NA,Prot_Q9Y2Q0,Prot_B0YJ93,Prot_Q9Y2Q0,Prot_P61601,Prot_P61601
NA,NA,NA,Prot_A0A0C4DGP2,Prot_Q3SY77,Prot_A0A0C4DGP2,Prot_Q9Y6Y9,Prot_Q9Y6Y9
NA,NA,NA,Prot_Q6NWY8,Prot_Q9Y2N7,Prot_Q6NWY8,Prot_Q9H336,Prot_Q9H336
NA,NA,NA,Prot_Q86Y91,Prot_B2RBI6,Prot_Q86Y91,Prot_B7Z8V9,Prot_B7Z8V9
NA,NA,NA,Prot_A0A0C4DGP5,Prot_H0YDZ5,Prot_A0A0C4DGP5,Prot_P55327,Prot_P55327
NA,NA,NA,Prot_P78367,Prot_M0R104,Prot_P78367,Prot_A0A024R7X6,Prot_A0A024R7X6
NA,NA,NA,Prot_P05161,Prot_Q09428,Prot_P05161,Prot_Q8IZV5,Prot_Q8IZV5
NA,NA,NA,Prot_Q96KB5,Prot_P31213,Prot_Q96KB5,Prot_A0A0S2Z563,Prot_A0A0S2Z563
NA,NA,NA,Prot_V9HWH0,Prot_A0A024R5H1,Prot_V9HWH0,Prot_Q9Y2Q9,Prot_Q9Y2Q9
NA,NA,NA,Prot_Q9UMX9,Prot_P15328,Prot_Q9UMX9,Prot_Q13239,Prot_Q13239
NA,NA,NA,Prot_D6RGY6,Prot_A0A024R3C5,Prot_D6RGY6,Prot_Q8WXK4,Prot_Q8WXK4
NA,NA,NA,Prot_A0A076YGN1,Prot_P14416,Prot_A0A076YGN1,Prot_Q6ZNC4,Prot_Q6ZNC4
NA,NA,NA,Prot_P60763,Prot_A0A024R3I6,Prot_P60763,Prot_D0PNI1,Prot_D0PNI1
NA,NA,NA,Prot_B7ZLH2,Prot_Q8TD91,Prot_B7ZLH2,Prot_P63104,Prot_P63104
NA,NA,NA,Prot_O60663,Prot_A0A0S2Z4R6,Prot_O60663,Prot_P18124,Prot_P18124
NA,NA,NA,Prot_Q6ISE0,Prot_P11684,Prot_Q6ISE0,Prot_O95071,Prot_O95071
NA,NA,NA,Prot_Q5TCK7,Prot_Q8N3T6,Prot_Q5TCK7,Prot_Q9Y5J3,Prot_Q9Y5J3
NA,NA,NA,Prot_Q6TCH4,Prot_O60939,Prot_Q6TCH4,Prot_B4DEI9,Prot_B4DEI9
NA,NA,NA,Prot_B4DJ42,Prot_Q5U0K8,Prot_B4DJ42,Prot_Q7LG56,Prot_Q7LG56
NA,NA,NA,Prot_K9J969,Prot_Q9UJT2,Prot_K9J969,NA,Prot_Q8TCX5
NA,NA,NA,Prot_Q7Z4Q8,Prot_A0A024QZN4,Prot_Q7Z4Q8,NA,Prot_A0A140VJK9
NA,NA,NA,Prot_Q96KF2,Prot_B3KXA2,Prot_Q96KF2,NA,Prot_P05981
NA,NA,NA,Prot_O95238,Prot_P18206,Prot_O95238,NA,Prot_B7Z1L4
NA,NA,NA,Prot_Q07687,Prot_V9HWK2,Prot_Q07687,NA,Prot_Q96RU8
NA,NA,NA,Prot_Q53QU7,Prot_Q8N998,Prot_Q53QU7,NA,Prot_Q99674
NA,NA,NA,Prot_X5D7D8,Prot_Q9BR81,Prot_X5D7D8,NA,Prot_O15551
NA,NA,NA,Prot_P54108,Prot_Q9UN70,Prot_P54108,NA,Prot_Q75L79
NA,NA,NA,Prot_Q86UD0,Prot_A1L157,Prot_Q86UD0,NA,Prot_A0A024R8Z5
NA,NA,NA,Prot_Q99640,Prot_A0A024R7U7,Prot_Q99640,NA,Prot_O95563
NA,NA,NA,Prot_Q0IJ49,Prot_Q9HAE3,Prot_Q0IJ49,NA,Prot_O95471
NA,NA,NA,Prot_Q8NG06,Prot_A0A024R7U5,Prot_Q8NG06,NA,Prot_F5H496
NA,NA,NA,Prot_A0A075B6F3,Prot_B4DY88,Prot_A0A075B6F3,NA,Prot_Q96EX2
NA,NA,NA,Prot_Q8IU65,Prot_Q8NE88,Prot_Q8IU65,NA,Prot_P56915
NA,NA,NA,Prot_Q96JB1,Prot_Q96KN8,Prot_Q96JB1,NA,Prot_Q9H6K5
NA,NA,NA,Prot_Q643R0,Prot_Q14123,Prot_Q643R0,NA,Prot_Q9NQ86
NA,NA,NA,Prot_Q9ULW0,Prot_A0A0A0MS69,Prot_Q9ULW0,NA,Prot_E9PBG3
NA,NA,NA,Prot_Q9BUD6,Prot_P00742,Prot_Q9BUD6,NA,Prot_Q4R1Q4
NA,NA,NA,Prot_Q16676,Prot_Q5JVE7,Prot_Q16676,NA,Prot_Q9HC52
NA,NA,NA,Prot_F6U4U2,Prot_Q5JVE8,Prot_F6U4U2,NA,Prot_A0A024R4A4
NA,NA,NA,Prot_P51955,Prot_Q8IVU1,Prot_P51955,NA,Prot_Q9H0T7
NA,NA,NA,Prot_Q8TCU5,Prot_Q9UM19,Prot_Q8TCU5,NA,Prot_P56177
NA,NA,NA,Prot_Q2M1V0,Prot_B4DGW9,Prot_Q2M1V0,NA,Prot_X5D2F9
NA,NA,NA,Prot_O95239,Prot_Q9Y6Q1,Prot_O95239,NA,Prot_P09630
NA,NA,NA,Prot_Q59HG1,Prot_A7MD48,Prot_Q59HG1,NA,Prot_Q76KP1
NA,NA,NA,Prot_Q8TDF5,Prot_V5T9A0,Prot_Q8TDF5,NA,Prot_A0A140VJU4
NA,NA,NA,Prot_A0A024R375,Prot_P13533,Prot_A0A024R375,NA,Prot_B3KXG0
NA,NA,NA,Prot_Q8TF44,Prot_B1AJS1,Prot_Q8TF44,NA,Prot_Q96DR7
NA,NA,NA,Prot_P50219,Prot_A6H8Y4,Prot_P50219,NA,Prot_Q9UHE8
NA,NA,NA,Prot_Q6ZUU3,Prot_O14525,Prot_Q6ZUU3,NA,Prot_A8K496
NA,NA,NA,Prot_Q96HU8,Prot_Q07507,Prot_Q96HU8,NA,Prot_O14764
NA,NA,NA,Prot_Q8NBT3,Prot_Q6ZVC0,Prot_Q8NBT3,NA,Prot_A0A0S2Z3G3
NA,NA,NA,Prot_A0A024R7G4,Prot_P45381,Prot_A0A024R7G4,NA,Prot_Q9UBX3
NA,NA,NA,Prot_Q9NVP2,Prot_Q6FH48,Prot_Q9NVP2,NA,Prot_F6RGN5
NA,NA,NA,Prot_Q9Y6K8,Prot_Q49AC8,Prot_Q9Y6K8,NA,Prot_A0A0S2Z382
NA,NA,NA,Prot_Q05639,Prot_Q54A15,Prot_Q05639,NA,Prot_B4E1E9
NA,NA,NA,Prot_Q5VYV0,Prot_Q9BQL6,Prot_Q5VYV0,NA,Prot_Q6UBM2
NA,NA,NA,Prot_Q58A44,Prot_B2R672,Prot_Q58A44,NA,Prot_Q9H2R5
NA,NA,NA,Prot_Q96GD4,Prot_Q9Y5Y7,Prot_Q96GD4,NA,Prot_M0R0D7
NA,NA,NA,Prot_Q96N03,Prot_Q8TD84,Prot_Q96N03,NA,Prot_Q4G0R4
NA,NA,NA,Prot_A5PLL1,Prot_P35452,Prot_A5PLL1,NA,Prot_Q5JZY3
NA,NA,NA,Prot_A0A024R429,Prot_B3KNG7,Prot_A0A024R429,NA,Prot_Q8N289
NA,NA,NA,Prot_P53672,Prot_Q2M1K9,Prot_P53672,NA,Prot_Q99988
NA,NA,NA,Prot_A0A024RDY6,Prot_B7Z9C7,Prot_A0A024RDY6,NA,Prot_Q14781
NA,NA,NA,Prot_O95409,Prot_F5H7S1,Prot_O95409,NA,Prot_Q04609
NA,NA,NA,Prot_P16050,Prot_A0A087WZX8,Prot_P16050,NA,Prot_A0A024R4X6
NA,NA,NA,Prot_Q66K39,Prot_Q14184,Prot_Q66K39,NA,Prot_Q13323
NA,NA,NA,Prot_Q8WZ79,Prot_P48061,Prot_Q8WZ79,NA,Prot_Q8N4C7
NA,NA,NA,Prot_Q92858,Prot_Q9UKU6,Prot_Q92858,NA,Prot_A0A024RB51
NA,NA,NA,Prot_Q5U4P2,Prot_A0A024R692,Prot_Q5U4P2,NA,Prot_P09017
NA,NA,NA,Prot_Q6UWI4,Prot_Q7Z513,Prot_Q6UWI4,NA,Prot_Q86TF7
NA,NA,NA,Prot_Q4KMZ8,Prot_Q9H4E5,Prot_Q4KMZ8,NA,Prot_Q9UPY5
NA,NA,NA,Prot_Q6L8H4,Prot_Q2TAL5,Prot_Q6L8H4,NA,Prot_P28472
NA,NA,NA,Prot_Q9H2U9,Prot_Q96SJ8,Prot_Q9H2U9,NA,Prot_B2RCW8
NA,NA,NA,Prot_A0A024R5J2,Prot_A6NCF5,Prot_A0A024R5J2,NA,Prot_X5DQY4
NA,NA,NA,Prot_Q9UF11,Prot_B2RUZ8,Prot_Q9UF11,NA,Prot_O76062
NA,NA,NA,Prot_A0A024R5H7,Prot_A0A1B0GUB7,Prot_A0A024R5H7,NA,Prot_A0A024R577
NA,NA,NA,Prot_A0A024R5H9,Prot_P06307,Prot_A0A024R5H9,NA,Prot_Q96C90
NA,NA,NA,Prot_Q9UKR0,Prot_Q6FG82,Prot_Q9UKR0,NA,Prot_Q5T5X7
NA,NA,NA,Prot_A0A024R4M4,Prot_Q16534,Prot_A0A024R4M4,NA,Prot_Q96S95
NA,NA,NA,Prot_O95235,Prot_Q8IW00,Prot_O95235,NA,Prot_A0A087WVR4
NA,NA,NA,Prot_A0A024R6Q6,Prot_O60477,Prot_A0A024R6Q6,NA,Prot_P01106
NA,NA,NA,Prot_Q96J66,Prot_Q6NW43,Prot_Q96J66,NA,Prot_Q96CP7
NA,NA,NA,Prot_A0A024R6R9,Prot_Q9H200,Prot_A0A024R6R9,NA,Prot_Q8TE73
NA,NA,NA,Prot_G3V200,Prot_Q9HCF6,Prot_G3V200,NA,Prot_Q9BPX3
NA,NA,NA,Prot_Q4LE62,Prot_G5E9G1,Prot_Q4LE62,NA,Prot_Q96HC4
NA,NA,NA,Prot_O75334,Prot_H7BYP1,Prot_O75334,NA,Prot_B7Z8X5
NA,NA,NA,Prot_B7Z7Y5,Prot_E9PBI7,Prot_B7Z7Y5,NA,Prot_B7Z481
NA,NA,NA,Prot_H0YHK3,Prot_A2A3F4,Prot_H0YHK3,NA,Prot_A0A024RDE8
NA,NA,NA,Prot_P78426,Prot_A2A3F7,Prot_P78426,NA,Prot_E2QRB3
NA,NA,NA,Prot_P09228,Prot_Q63ZY3,Prot_P09228,NA,Prot_A0A024R8U9
NA,NA,NA,Prot_Q99965,Prot_Q9BSF0,Prot_Q99965,NA,Prot_P32322
NA,NA,NA,Prot_B4DWY7,Prot_O75112,Prot_B4DWY7,NA,Prot_J3QL32
NA,NA,NA,Prot_Q6P2G0,Prot_A0A0S2Z501,Prot_Q6P2G0,NA,Prot_Q8TBX0
NA,NA,NA,Prot_P03971,Prot_A0A0S2Z530,Prot_P03971,NA,Prot_A9ZM15
NA,NA,NA,Prot_Q9BY19,Prot_F8W7S3,Prot_Q9BY19,NA,Prot_Q969I3
NA,NA,NA,Prot_A0A024R8P1,Prot_Q8WYQ4,Prot_A0A024R8P1,NA,Prot_Q5TH69
NA,NA,NA,Prot_Q92949,Prot_Q96IV6,Prot_Q92949,NA,Prot_P46013
NA,NA,NA,Prot_Q96HZ4,Prot_Q13495,Prot_Q96HZ4,NA,Prot_O95948
NA,NA,NA,Prot_B4DYH5,Prot_Q96Q40,Prot_B4DYH5,NA,Prot_Q9UBL6
NA,NA,NA,Prot_Q86Z14,Prot_B3KP89,Prot_Q86Z14,NA,Prot_Q9Y446
NA,NA,NA,Prot_Q96B21,Prot_P09471,Prot_Q96B21,NA,Prot_B4DZ05
NA,NA,NA,Prot_A0A0A6YYJ4,Prot_Q8N6I9,Prot_A0A0A6YYJ4,NA,Prot_Q49A14
NA,NA,NA,Prot_Q07654,Prot_Q6AWC5,Prot_Q07654,NA,Prot_B4DYZ8
NA,NA,NA,Prot_A0A024R4M6,Prot_Q9UQK1,Prot_A0A024R4M6,NA,Prot_Q6ZU64
NA,NA,NA,Prot_Q9P0G3,Prot_Q4G0Y2,Prot_Q9P0G3,NA,Prot_Q86TE4
NA,NA,NA,Prot_B2R4R0,Prot_Q5VV63,Prot_B2R4R0,NA,Prot_Q96MR6
NA,NA,NA,Prot_P62805,Prot_P23142,Prot_P62805,NA,Prot_A0A087WVY5
NA,NA,NA,Prot_Q12926,Prot_Q8NBH6,Prot_Q12926,NA,Prot_Q8IXN7
NA,NA,NA,Prot_A0A0A0MRX1,Prot_Q9ULL0,Prot_A0A0A0MRX1,NA,Prot_Q24JP5
NA,NA,NA,Prot_Q9C010,Prot_P49619,Prot_Q9C010,NA,Prot_Q6ZU67
NA,NA,NA,NA,Prot_Q9UN36,Prot_A0A158RFU1,NA,Prot_Q9C0H9
NA,NA,NA,NA,Prot_P49763,Prot_Q6NUJ2,NA,Prot_A0A024R5Y5
NA,NA,NA,NA,Prot_Q86TW6,Prot_P35527,NA,Prot_Q96L94
NA,NA,NA,NA,Prot_G3XA84,Prot_P14138,NA,Prot_Q6ZTF9
NA,NA,NA,NA,Prot_Q53XY6,Prot_Q4FAT2,NA,Prot_P49327
NA,NA,NA,NA,Prot_Q96LJ8,Prot_Q6ZSG2,NA,Prot_Q8NCD3
NA,NA,NA,NA,Prot_O95990,Prot_Q7L985,NA,Prot_D3DTV9
NA,NA,NA,NA,Prot_Q6IAM1,Prot_A0A140CTX7,NA,Prot_A0A087X2F6
NA,NA,NA,NA,Prot_A0A024R327,Prot_P07320,NA,Prot_Q8TAU0
NA,NA,NA,NA,Prot_A0AVI2,Prot_Q8N7J2,NA,Prot_Q7L7L0
NA,NA,NA,NA,Prot_Q2NNQ7,Prot_A0A087WTC3,NA,Prot_E7EPC8
NA,NA,NA,NA,Prot_P13591,Prot_Q3MJ13,NA,Prot_Q9UQB3
NA,NA,NA,NA,Prot_A0A087WWD4,Prot_C9JR72,NA,Prot_B4DRK2
NA,NA,NA,NA,Prot_P02753,Prot_P21918,NA,Prot_B4DJU1
NA,NA,NA,NA,Prot_Q5VY30,Prot_Q9BZD7,NA,Prot_O00238
NA,NA,NA,NA,Prot_Q05B97,Prot_Q92502,NA,Prot_A8KAE3
NA,NA,NA,NA,Prot_Q15746,Prot_Q6UXI7,NA,Prot_Q52WX2
NA,NA,NA,NA,Prot_Q05B98,Prot_Q8N6L7,NA,Prot_Q8IX90
NA,NA,NA,NA,Prot_A6NKN8,Prot_P11086,NA,Prot_Q9H9K5
NA,NA,NA,NA,Prot_B3KXY4,Prot_A8MT87,NA,Prot_O43921
NA,NA,NA,NA,Prot_Q6ZVH7,Prot_P33763,NA,Prot_P22466
NA,NA,NA,NA,Prot_P04156,Prot_Q03052,NA,Prot_Q6UXY8
NA,NA,NA,NA,Prot_Q53YK7,Prot_A0A087WYR8,NA,Prot_B7Z946
NA,NA,NA,NA,Prot_F7VJQ1,Prot_Q6P152,NA,Prot_B7Z5K3
NA,NA,NA,NA,Prot_Q86YD7,Prot_Q9H251,NA,Prot_F5GYU8
NA,NA,NA,NA,Prot_Q9UJD0,Prot_Q8N5B3,NA,Prot_F1T0H7
NA,NA,NA,NA,Prot_P42127,Prot_A5D6V9,NA,Prot_Q99819
NA,NA,NA,NA,Prot_Q9ULN7,Prot_B4DK78,NA,Prot_A0A024RBN3
NA,NA,NA,NA,Prot_Q5H9L2,Prot_P43681,NA,Prot_Q5U5X8
NA,NA,NA,NA,Prot_A0A024R085,Prot_Q59FV0,NA,Prot_Q9H161
NA,NA,NA,NA,Prot_Q6NUS8,Prot_Q4VAQ3,NA,Prot_Q8WXD9
NA,NA,NA,NA,Prot_A8K444,Prot_Q16518,NA,Prot_Q96H22
NA,NA,NA,NA,Prot_B7Z3N0,Prot_P32745,NA,Prot_Q6SJ93
NA,NA,NA,NA,Prot_A0PJM9,Prot_A0A0S2Z3R3,NA,Prot_Q12815
NA,NA,NA,NA,Prot_Q9Y5X5,Prot_P05108,NA,Prot_F8W130
NA,NA,NA,NA,Prot_Q9HBX8,Prot_A0A024R8K6,NA,Prot_A0A024R9E4
NA,NA,NA,NA,Prot_Q9UJ90,Prot_Q96AX2,NA,Prot_Q969L2
NA,NA,NA,NA,Prot_Q9P2F6,Prot_B3KPZ5,NA,Prot_P49454
NA,NA,NA,NA,Prot_P46952,Prot_B7Z3L0,NA,Prot_Q8N9F7
NA,NA,NA,NA,Prot_Q9HBH7,Prot_Q96DZ9,NA,Prot_P30307
NA,NA,NA,NA,Prot_Q9BYH1,Prot_A8KAG8,NA,Prot_B4DX61
NA,NA,NA,NA,Prot_B7ZLJ8,Prot_P13945,NA,Prot_Q96GV9
NA,NA,NA,NA,Prot_A0A024R6N9,Prot_Q96PX6,NA,Prot_B3KNK9
NA,NA,NA,NA,Prot_B4DDH1,Prot_O95255,NA,Prot_Q8NBJ4
NA,NA,NA,NA,Prot_P05154,Prot_Q8NBH2,NA,Prot_A0PJ49
NA,NA,NA,NA,Prot_P14616,Prot_Q9ULX5,NA,Prot_Q8N441
NA,NA,NA,NA,Prot_Q9NYP8,Prot_O75973,NA,Prot_P49450
NA,NA,NA,NA,Prot_Q8N3Z0,Prot_A0A090N8F8,NA,Prot_A0A024RCS7
NA,NA,NA,NA,Prot_B3KVZ0,Prot_P41586,NA,Prot_Q9BW19
NA,NA,NA,NA,Prot_B3KWN9,Prot_O43623,NA,Prot_P21754
NA,NA,NA,NA,Prot_Q8WY21,Prot_A4D125,NA,Prot_Q13087
NA,NA,NA,NA,Prot_A8K182,Prot_Q6X4U4,NA,Prot_A0A024R7R8
NA,NA,NA,NA,Prot_E6Y3G0,Prot_O43597,NA,Prot_Q8TB68
NA,NA,NA,NA,Prot_E6Y3F9,Prot_Q5T7N3,NA,Prot_O15392
NA,NA,NA,NA,Prot_Q13402,Prot_B1ALP6,NA,Prot_H3BLT4
NA,NA,NA,NA,Prot_A0A024R8M1,Prot_Q96JJ6,NA,Prot_A0A0B4J1S3
NA,NA,NA,NA,Prot_Q9UJ37,Prot_P08709,NA,Prot_P48066
NA,NA,NA,NA,Prot_Q6ZS10,Prot_B4DPM2,NA,Prot_A0A087WVK1
NA,NA,NA,NA,Prot_B0ZBE0,Prot_F5H8B0,NA,Prot_O00762
NA,NA,NA,NA,Prot_P25100,Prot_Q03828,NA,Prot_A0A0A0MSE8
NA,NA,NA,NA,Prot_A4D1Q0,Prot_A6NGG8,NA,Prot_Q5TZN3
NA,NA,NA,NA,Prot_P08172,Prot_B7Z831,NA,Prot_P31350
NA,NA,NA,NA,Prot_Q6SL56,Prot_A0A024QYX2,NA,Prot_F2Z333
NA,NA,NA,NA,Prot_Q86SJ1,Prot_Q9NZH0,NA,Prot_P58012
NA,NA,NA,NA,Prot_Q6SL59,Prot_Q8IUU5,NA,Prot_Q53ZD3
NA,NA,NA,NA,Prot_Q9BWQ8,Prot_A8K270,NA,Prot_Q9NSP4
NA,NA,NA,NA,Prot_Q12947,Prot_Q13972,NA,Prot_B1AHQ6
NA,NA,NA,NA,Prot_Q00LT1,Prot_A0A0A0MRC0,NA,Prot_B1AHQ8
NA,NA,NA,NA,Prot_Q9BX67,Prot_Q6V1P8,NA,Prot_B1AHQ7
NA,NA,NA,NA,Prot_Q5JXM2,Prot_Q6V1P9,NA,Prot_A0A024R1Q3
NA,NA,NA,NA,Prot_Q13258,Prot_Q59HD3,NA,Prot_Q9ULW5
NA,NA,NA,NA,Prot_A0A024R3H3,Prot_Q9NWB1,NA,Prot_O15240
NA,NA,NA,NA,Prot_O00534,Prot_B7Z1U7,NA,Prot_Q9UHK6
NA,NA,NA,NA,Prot_A0A140VK80,Prot_X5DNY3,NA,Prot_Q8WV74
NA,NA,NA,NA,Prot_Q9H0B8,Prot_X5D7T5,NA,Prot_Q13740
NA,NA,NA,NA,Prot_A0A024RBV3,Prot_X5DP44,NA,Prot_B3KNN9
NA,NA,NA,NA,Prot_Q8IZU0,Prot_A6NH52,NA,Prot_Q96T25
NA,NA,NA,NA,Prot_O95741,Prot_O43745,NA,Prot_Q9NZ53
NA,NA,NA,NA,Prot_B3KWK1,Prot_O43699,NA,Prot_P33981
NA,NA,NA,NA,Prot_Q8IV31,Prot_A0A024R4K4,NA,Prot_Q9H3Y6
NA,NA,NA,NA,Prot_B2RXF0,Prot_P26992,NA,Prot_Q9Y6L7
NA,NA,NA,NA,Prot_P0DMB2,Prot_Q5VZ46,NA,Prot_Q4KR72
NA,NA,NA,NA,Prot_O75096,Prot_Q96PQ0,NA,Prot_Q92826
NA,NA,NA,NA,Prot_Q6UXG3,Prot_Q86T65,NA,Prot_P10244
NA,NA,NA,NA,Prot_O43927,Prot_A0A0J9YYF7,NA,Prot_Q12834
NA,NA,NA,NA,Prot_Q53X90,Prot_Q6UXX9,NA,Prot_Q5T848
NA,NA,NA,NA,Prot_Q8NAU1,Prot_B3KVP3,NA,Prot_A6H8V1
NA,NA,NA,NA,Prot_B5MCN3,Prot_P51816,NA,Prot_O75093
NA,NA,NA,NA,Prot_O14495,Prot_Q96MS3,NA,Prot_B7Z3D6
NA,NA,NA,NA,Prot_Q7Z570,Prot_P54710,NA,Prot_P06493
NA,NA,NA,NA,Prot_Q6UXN8,Prot_P27469,NA,Prot_I6L9I5
NA,NA,NA,NA,Prot_Q8N4F7,Prot_B4DVP5,NA,Prot_A0A024QZJ8
NA,NA,NA,NA,Prot_O95425,Prot_J3KPQ0,NA,Prot_Q8N257
NA,NA,NA,NA,Prot_Q569J5,Prot_P22455,NA,Prot_K7ES52
NA,NA,NA,NA,Prot_Q9P2G3,Prot_C9J6G4,NA,Prot_P04183
NA,NA,NA,NA,Prot_Q4G160,Prot_Q8TEU8,NA,Prot_B7Z880
NA,NA,NA,NA,Prot_Q9NZ94,Prot_O00295,NA,Prot_Q6ZSP3
NA,NA,NA,NA,Prot_X5D7L6,Prot_P55107,NA,Prot_Q6ZU25
NA,NA,NA,NA,Prot_B7Z3P8,Prot_P49238,NA,Prot_Q9NTI2
NA,NA,NA,NA,Prot_Q6MZK0,Prot_A0A024R7V4,NA,Prot_Q7RTS1
NA,NA,NA,NA,Prot_X5D2P6,Prot_P01210,NA,Prot_Q8NBT2
NA,NA,NA,NA,Prot_X5DNV3,Prot_Q9Y6Z7,NA,Prot_A0A024R5D6
NA,NA,NA,NA,Prot_Q96CY4,Prot_A0A024R9J3,NA,Prot_Q96FF9
NA,NA,NA,NA,Prot_Q16288,Prot_Q5TAT6,NA,Prot_Q9BRJ9
NA,NA,NA,NA,Prot_X5D2R1,Prot_Q04671,NA,Prot_Q9NXL2
NA,NA,NA,NA,Prot_X5DNW6,Prot_Q8N6U8,NA,Prot_F1T0K5
NA,NA,NA,NA,Prot_O95193,Prot_A0A0A0MQW8,NA,Prot_Q9UIW0
NA,NA,NA,NA,Prot_B7Z7U4,Prot_B7Z625,NA,Prot_Q86VI3
NA,NA,NA,NA,Prot_X5D7M5,Prot_Q99435,NA,Prot_A0A140VK29
NA,NA,NA,NA,Prot_Q9Y2J2,Prot_A0A024R0X1,NA,Prot_Q9HCC0
NA,NA,NA,NA,Prot_A8K968,Prot_O60242,NA,Prot_A0A0S2Z5F0
NA,NA,NA,NA,Prot_A0A0A0MRA8,Prot_P04629,NA,Prot_Q9BSJ6
NA,NA,NA,NA,Prot_P14415,Prot_X5DR71,NA,Prot_A0A0S2Z5C7
NA,NA,NA,NA,Prot_Q8N144,Prot_P13671,NA,Prot_Q14190
NA,NA,NA,NA,Prot_A0A0C4DG99,Prot_Q9NTI7,NA,Prot_Q6ZN44
NA,NA,NA,NA,Prot_Q96HC9,Prot_A0A1W2PL72,NA,Prot_P68431
NA,NA,NA,NA,Prot_Q9P2N7,Prot_Q9HB89,NA,Prot_C9JI98
NA,NA,NA,NA,Prot_B7ZB44,Prot_A4FU01,NA,Prot_O14522
NA,NA,NA,NA,Prot_Q6UXH8,Prot_B4DF84,NA,Prot_A0A075B6H0
NA,NA,NA,NA,Prot_P22352,Prot_Q8IYK4,NA,Prot_Q9NYZ3
NA,NA,NA,NA,Prot_Q6YN44,Prot_B3KT92,NA,Prot_Q9Y2Q0
NA,NA,NA,NA,Prot_Q96PE1,Prot_Q7Z5A9,NA,Prot_A0A0C4DGP2
NA,NA,NA,NA,Prot_D3DSW5,Prot_P10911,NA,Prot_Q6NWY8
NA,NA,NA,NA,Prot_Q9UQC9,Prot_B2R9S6,NA,Prot_Q86Y91
NA,NA,NA,NA,Prot_Q3SXP7,Prot_Q6UWX4,NA,Prot_A0A0C4DGP5
