Mutated_genes,Structural_variants_genes,CNA_genes,DEG_posi,DEG_nega,DEG,Epi_modiffications,All
NA,NA,NA,NA,Prot_Q0VF96,Prot_B7Z3P8,NA,Prot_P23508
NA,NA,NA,NA,Prot_O15375,Prot_Q6MZK0,NA,Prot_Q6UX72
NA,NA,NA,NA,Prot_O43849,Prot_X5D2P6,NA,Prot_Q9NRR1
NA,NA,NA,NA,Prot_Q08493,Prot_X5DNV3,NA,Prot_A0A024R3J8
NA,NA,NA,NA,Prot_Q32MM7,Prot_Q96CY4,NA,Prot_Q9H0Q3
NA,NA,NA,NA,Prot_P78505,Prot_Q16288,NA,Prot_B2R805
NA,NA,NA,NA,Prot_Q7KYS4,Prot_X5D2R1,NA,Prot_F1T0A2
NA,NA,NA,NA,Prot_A0A140VJW9,Prot_X5DNW6,NA,Prot_Q13394
NA,NA,NA,NA,Prot_Q6URK8,Prot_O95193,NA,Prot_Q9Y5K3
NA,NA,NA,NA,Prot_Q9BWV1,Prot_B7Z7U4,NA,Prot_P28566
NA,NA,NA,NA,Prot_Q96DN7,Prot_X5D7M5,NA,Prot_F5GZS7
NA,NA,NA,NA,Prot_Q9NS64,Prot_Q9Y2J2,NA,Prot_O14511
NA,NA,NA,NA,Prot_Q9UQ03,Prot_A8K968,NA,Prot_A8MXH5
NA,NA,NA,NA,Prot_A5YM46,Prot_A0A0A0MRA8,NA,Prot_A0A087WZY5
NA,NA,NA,NA,Prot_A5YM65,Prot_P14415,NA,Prot_A8VPY0
NA,NA,NA,NA,Prot_E7ETG2,Prot_Q8N144,NA,Prot_B7ZMM7
NA,NA,NA,NA,Prot_Q76MJ5,Prot_A0A0C4DG99,NA,Prot_B2RTX6
NA,NA,NA,NA,Prot_Q14117,Prot_Q96HC9,NA,Prot_F5H3Q5
NA,NA,NA,NA,Prot_Q969D9,Prot_Q9P2N7,NA,Prot_Q14031
NA,NA,NA,NA,Prot_Q9H792,Prot_B7ZB44,NA,Prot_Q9NV29
NA,NA,NA,NA,Prot_A6NFA1,Prot_Q6UXH8,NA,Prot_Q8IWT1
NA,NA,NA,NA,Prot_Q96MC5,Prot_P22352,NA,Prot_B0YJ93
NA,NA,NA,NA,Prot_A0A024QZI8,Prot_Q6YN44,NA,Prot_Q3SY77
NA,NA,NA,NA,Prot_O75019,Prot_Q96PE1,NA,Prot_Q9Y2N7
NA,NA,NA,NA,Prot_Q9P227,Prot_D3DSW5,NA,Prot_B2RBI6
NA,NA,NA,NA,Prot_A0A140VK07,Prot_Q9UQC9,NA,Prot_H0YDZ5
NA,NA,NA,NA,Prot_Q14195,Prot_Q3SXP7,NA,Prot_M0R104
NA,NA,NA,NA,Prot_Q6DEN2,Prot_Q9UJV8,NA,Prot_Q09428
NA,NA,NA,NA,Prot_Q8IXW6,Prot_Q8WU08,NA,Prot_P31213
NA,NA,NA,NA,Prot_Q9P266,Prot_B7Z9H7,NA,Prot_A0A024R5H1
NA,NA,NA,NA,Prot_Q6W3E5,Prot_P35499,NA,Prot_P15328
NA,NA,NA,NA,Prot_Q9BU40,Prot_A0A0S2Z3Q6,NA,Prot_A0A024R3C5
NA,NA,NA,NA,Prot_O15050,Prot_P11362,NA,Prot_P14416
NA,NA,NA,NA,Prot_A4D0T1,Prot_Q17RC7,NA,Prot_A0A024R3I6
NA,NA,NA,NA,Prot_Q9H3W5,Prot_Q53FP2,NA,Prot_Q8TD91
NA,NA,NA,NA,Prot_Q9NUU4,Prot_Q86Y22,NA,Prot_A0A0S2Z4R6
NA,NA,NA,NA,Prot_P30279,Prot_Q5VYJ5,NA,Prot_P11684
NA,NA,NA,NA,Prot_Q5HYG2,Prot_Q4G0U5,NA,Prot_Q8N3T6
NA,NA,NA,NA,Prot_Q9HCL0,Prot_Q9BX46,NA,Prot_O60939
NA,NA,NA,NA,Prot_P50222,Prot_A8KAI7,NA,Prot_Q5U0K8
NA,NA,NA,NA,Prot_A0A075B7B1,Prot_B7Z6B7,NA,Prot_Q9UJT2
NA,NA,NA,NA,Prot_O15061,Prot_B7Z6B4,NA,Prot_A0A024QZN4
NA,NA,NA,NA,Prot_Q9BZW8,Prot_Q9C009,NA,Prot_B3KXA2
NA,NA,NA,NA,Prot_A0A087X2E3,Prot_Q8WXS4,NA,Prot_P18206
NA,NA,NA,NA,Prot_Q59GM1,Prot_Q86SV2,NA,Prot_V9HWK2
NA,NA,NA,NA,Prot_Q92777,Prot_E7EMC0,NA,Prot_Q8N998
NA,NA,NA,NA,Prot_A0A087WW96,Prot_Q9HCS4,NA,Prot_Q9BR81
NA,NA,NA,NA,Prot_B3KRB3,Prot_O95631,NA,Prot_Q9UN70
NA,NA,NA,NA,Prot_Q86VA8,Prot_Q9BRC7,NA,Prot_A1L157
NA,NA,NA,NA,Prot_A1L4G8,Prot_C9JEA7,NA,Prot_A0A024R7U7
NA,NA,NA,NA,Prot_Q5BJE1,Prot_P05771,NA,Prot_Q9HAE3
NA,NA,NA,NA,Prot_B7ZM04,Prot_A0PJA6,NA,Prot_A0A024R7U5
NA,NA,NA,NA,Prot_F8W7A7,Prot_P02787,NA,Prot_B4DY88
NA,NA,NA,NA,Prot_A0A089QDC1,Prot_Q06AH7,NA,Prot_Q8NE88
NA,NA,NA,NA,Prot_P16442,Prot_Q9UQQ1,NA,Prot_Q96KN8
NA,NA,NA,NA,Prot_Q16619,Prot_Q96DZ5,NA,Prot_Q14123
NA,NA,NA,NA,Prot_P57082,Prot_F1T0I9,NA,Prot_A0A0A0MS69
NA,NA,NA,NA,Prot_O00470,Prot_O00294,NA,Prot_P00742
NA,NA,NA,NA,Prot_A0A0B4J1R2,Prot_Q0QD38,NA,Prot_Q5JVE7
NA,NA,NA,NA,Prot_Q9H6R3,Prot_P40199,NA,Prot_Q5JVE8
NA,NA,NA,NA,Prot_Q2YDX2,Prot_Q15166,NA,Prot_Q8IVU1
NA,NA,NA,NA,Prot_Q92618,Prot_Q14565,NA,Prot_Q9UM19
NA,NA,NA,NA,Prot_O15069,Prot_O00168,NA,Prot_B4DGW9
NA,NA,NA,NA,Prot_Q86YF9,Prot_Q9Y2W7,NA,Prot_Q9Y6Q1
NA,NA,NA,NA,Prot_B3KSP1,Prot_A0A024RE22,NA,Prot_A7MD48
NA,NA,NA,NA,Prot_Q8NE09,Prot_P08246,NA,Prot_V5T9A0
NA,NA,NA,NA,Prot_G3V112,Prot_Q9BPV8,NA,Prot_P13533
NA,NA,NA,NA,Prot_Q6Q6R5,Prot_F1D8S6,NA,Prot_B1AJS1
NA,NA,NA,NA,Prot_P78334,Prot_P10826,NA,Prot_A6H8Y4
NA,NA,NA,NA,Prot_P23219,Prot_Q86UC5,NA,Prot_O14525
NA,NA,NA,NA,Prot_A0A087X296,Prot_Q5QHG3,NA,Prot_Q07507
NA,NA,NA,NA,Prot_A0A024R0W7,Prot_Q3SB16,NA,Prot_Q6ZVC0
NA,NA,NA,NA,Prot_B3KVG3,Prot_O00339,NA,Prot_P45381
NA,NA,NA,NA,Prot_Q96MT3,Prot_Q8N2G3,NA,Prot_Q6FH48
NA,NA,NA,NA,Prot_B3KVG6,Prot_A0A140VKH7,NA,Prot_Q49AC8
NA,NA,NA,NA,Prot_Q9HCB6,Prot_Q8IZQ8,NA,Prot_Q54A15
NA,NA,NA,NA,Prot_Q9Y2C2,Prot_Q32MC3,NA,Prot_Q9BQL6
NA,NA,NA,NA,Prot_Q6GPH6,Prot_Q9UBL9,NA,Prot_B2R672
NA,NA,NA,NA,Prot_Q96AA8,Prot_P54762,NA,Prot_Q9Y5Y7
NA,NA,NA,NA,Prot_Q96EF6,Prot_O43736,NA,Prot_Q8TD84
NA,NA,NA,NA,Prot_Q9Y663,Prot_Q495B1,NA,Prot_P35452
NA,NA,NA,NA,Prot_P19801,Prot_Q7Z304,NA,Prot_B3KNG7
NA,NA,NA,NA,Prot_Q9GZV7,Prot_P15088,NA,Prot_Q2M1K9
NA,NA,NA,NA,Prot_Q5SYC1,Prot_P09455,NA,Prot_B7Z9C7
NA,NA,NA,NA,Prot_Q5T7N2,Prot_A0A0A0MQT0,NA,Prot_F5H7S1
NA,NA,NA,NA,Prot_B4E000,Prot_Q9C030,NA,Prot_A0A087WZX8
NA,NA,NA,NA,Prot_Q7L0J3,Prot_A0A024R368,NA,Prot_Q14184
NA,NA,NA,NA,Prot_B3KY85,Prot_Q7Z3G6,NA,Prot_P48061
NA,NA,NA,NA,Prot_Q8IUC8,Prot_A0A1X7SBR1,NA,Prot_Q9UKU6
NA,NA,NA,NA,Prot_P13584,Prot_Q96LA6,NA,Prot_A0A024R692
NA,NA,NA,NA,Prot_B4DV41,Prot_P21802,NA,Prot_Q7Z513
NA,NA,NA,NA,Prot_Q8IZB0,Prot_A0A141AXF1,NA,Prot_Q9H4E5
NA,NA,NA,NA,Prot_Q9UHL3,Prot_S4R381,NA,Prot_Q2TAL5
NA,NA,NA,NA,Prot_A0A087WYN1,Prot_D2CGD1,NA,Prot_Q96SJ8
NA,NA,NA,NA,Prot_B3KQ84,Prot_Q6ZN01,NA,Prot_A6NCF5
NA,NA,NA,NA,Prot_Q9UI17,Prot_Q9BXJ1,NA,Prot_B2RUZ8
NA,NA,NA,NA,Prot_Q8N9F8,Prot_A0A0C4DFP7,NA,Prot_A0A1B0GUB7
NA,NA,NA,NA,Prot_Q9H4F8,Prot_A0A024R908,NA,Prot_P06307
NA,NA,NA,NA,Prot_A0A024R6E0,Prot_O95841,NA,Prot_Q6FG82
NA,NA,NA,NA,Prot_A8K7T1,Prot_A0A024R4V4,NA,Prot_Q16534
NA,NA,NA,NA,Prot_Q9H244,Prot_Q15049,NA,Prot_Q8IW00
NA,NA,NA,NA,Prot_Q13520,Prot_P30874,NA,Prot_O60477
NA,NA,NA,NA,Prot_P21333,Prot_A0A024QZ95,NA,Prot_Q6NW43
NA,NA,NA,NA,Prot_Q60FE5,Prot_Q6UX06,NA,Prot_Q9H200
NA,NA,NA,NA,Prot_Q6NXF2,Prot_Q9NYN1,NA,Prot_Q9HCF6
NA,NA,NA,NA,Prot_Q6QNK2,Prot_A0A024R5Y3,NA,Prot_G5E9G1
NA,NA,NA,NA,Prot_Q9NSM3,Prot_A0A024RCI6,NA,Prot_H7BYP1
NA,NA,NA,NA,Prot_Q8NEW7,Prot_Q9P291,NA,Prot_E9PBI7
NA,NA,NA,NA,Prot_P46439,Prot_Q8TB73,NA,Prot_A2A3F4
NA,NA,NA,NA,Prot_Q5T8R2,Prot_P18089,NA,Prot_A2A3F7
NA,NA,NA,NA,Prot_B7ZMJ3,Prot_P06396,NA,Prot_Q63ZY3
NA,NA,NA,NA,Prot_Q6UY14,Prot_A0A0A0MT01,NA,Prot_Q9BSF0
NA,NA,NA,NA,Prot_Q9UFG7,Prot_A0A0A0MS51,NA,Prot_O75112
NA,NA,NA,NA,Prot_Q20BG9,Prot_B7Z4U6,NA,Prot_A0A0S2Z501
NA,NA,NA,NA,Prot_Q8WZ74,Prot_Q13491,NA,Prot_A0A0S2Z530
NA,NA,NA,NA,Prot_Q14526,Prot_A0A024RBX1,NA,Prot_F8W7S3
NA,NA,NA,NA,Prot_A0PJI1,Prot_Q59FD5,NA,Prot_Q8WYQ4
NA,NA,NA,NA,Prot_Q9UNE0,Prot_A0A024RBV7,NA,Prot_Q96IV6
NA,NA,NA,NA,Prot_Q86VZ6,Prot_Q63HQ2,NA,Prot_Q13495
NA,NA,NA,NA,Prot_Q15782,Prot_Q01973,NA,Prot_Q96Q40
NA,NA,NA,NA,Prot_A0A024QYY0,Prot_Q96JQ0,NA,Prot_B3KP89
NA,NA,NA,NA,Prot_Q8WUX1,Prot_P12644,NA,Prot_P09471
NA,NA,NA,NA,Prot_Q6ZWJ8,Prot_Q53XC5,NA,Prot_Q8N6I9
NA,NA,NA,NA,Prot_O60248,Prot_Q6NSJ0,NA,Prot_Q6AWC5
NA,NA,NA,NA,Prot_Q8N6I2,Prot_Q7Z2Y5,NA,Prot_Q9UQK1
NA,NA,NA,NA,Prot_Q9UMF0,Prot_P28845,NA,Prot_Q4G0Y2
NA,NA,NA,NA,Prot_Q9HCH3,Prot_X5D2L1,NA,Prot_Q5VV63
NA,NA,NA,NA,Prot_P30838,Prot_P35453,NA,Prot_P23142
NA,NA,NA,NA,Prot_Q6PKA6,Prot_Q8NE79,NA,Prot_Q8NBH6
NA,NA,NA,NA,Prot_I3L3I9,Prot_P16389,NA,Prot_Q9ULL0
NA,NA,NA,NA,Prot_A0A0K0K1I0,Prot_A0A140VK19,NA,Prot_P49619
NA,NA,NA,NA,Prot_P09493,Prot_P50440,NA,Prot_Q9UN36
NA,NA,NA,NA,Prot_O15513,Prot_Q9NRN5,NA,Prot_P49763
NA,NA,NA,NA,Prot_D9YZV4,Prot_B4DNG0,NA,Prot_Q86TW6
NA,NA,NA,NA,Prot_D9YZV5,Prot_M1LAK4,NA,Prot_G3XA84
NA,NA,NA,NA,Prot_A0A024R5W6,Prot_A0JP65,NA,Prot_Q53XY6
NA,NA,NA,NA,Prot_D9YZV7,Prot_Q6ZS56,NA,Prot_Q96LJ8
NA,NA,NA,NA,Prot_B7Z722,Prot_Q86TI6,NA,Prot_O95990
NA,NA,NA,NA,Prot_H7BYY1,Prot_Q8IWY4,NA,Prot_Q6IAM1
NA,NA,NA,NA,Prot_H0YK48,Prot_O75084,NA,Prot_A0A024R327
NA,NA,NA,NA,Prot_F5H7S3,Prot_Q9NP90,NA,Prot_A0AVI2
NA,NA,NA,NA,Prot_B7Z596,Prot_P21554,NA,Prot_Q2NNQ7
NA,NA,NA,NA,Prot_P40123,Prot_S5TLS4,NA,Prot_P13591
NA,NA,NA,NA,Prot_Q5JPJ8,Prot_V5KA96,NA,Prot_A0A087WWD4
NA,NA,NA,NA,Prot_Q9BXI3,Prot_A4IF30,NA,Prot_P02753
NA,NA,NA,NA,Prot_Q0D2K2,Prot_G3V4Z9,NA,Prot_Q5VY30
NA,NA,NA,NA,Prot_Q05940,Prot_Q69YZ2,NA,Prot_Q05B97
NA,NA,NA,NA,Prot_A0A140VKF3,Prot_P12319,NA,Prot_Q15746
NA,NA,NA,NA,Prot_P36955,Prot_Q9UPP2,NA,Prot_Q05B98
NA,NA,NA,NA,Prot_A0A0S2Z5T8,Prot_O43825,NA,Prot_A6NKN8
NA,NA,NA,NA,Prot_Q86WG3,Prot_Q86SM8,NA,Prot_B3KXY4
NA,NA,NA,NA,Prot_Q6P4A8,Prot_W4VSQ4,NA,Prot_Q6ZVH7
NA,NA,NA,NA,Prot_Q9P2F5,Prot_P35557,NA,Prot_P04156
NA,NA,NA,NA,Prot_O43895,Prot_Q53Y25,NA,Prot_Q53YK7
NA,NA,NA,NA,Prot_Q5T481,Prot_A0A024R989,NA,Prot_F7VJQ1
NA,NA,NA,NA,Prot_P42263,Prot_O14921,NA,Prot_Q86YD7
NA,NA,NA,NA,Prot_Q17R51,Prot_P17252,NA,Prot_Q9UJD0
NA,NA,NA,NA,Prot_Q5XKG2,Prot_Q7Z727,NA,Prot_P42127
NA,NA,NA,NA,Prot_P28161,Prot_Q9UBD3,NA,Prot_Q9ULN7
NA,NA,NA,NA,Prot_Q0D2I8,Prot_F8W883,NA,Prot_Q5H9L2
NA,NA,NA,NA,Prot_Q9H2M3,Prot_Q9Y6X6,NA,Prot_A0A024R085
NA,NA,NA,NA,Prot_A0A024RAQ0,Prot_Q9C026,NA,Prot_Q6NUS8
NA,NA,NA,NA,Prot_Q9BWX5,Prot_Q5SZI1,NA,Prot_A8K444
NA,NA,NA,NA,Prot_A0A024RDG9,Prot_A6NFN3,NA,Prot_B7Z3N0
NA,NA,NA,NA,Prot_Q9BUT1,Prot_Q96FC7,NA,Prot_A0PJM9
NA,NA,NA,NA,Prot_P49441,Prot_Q9H3D4,NA,Prot_Q9Y5X5
NA,NA,NA,NA,Prot_Q6IBG4,Prot_C9D7D0,NA,Prot_Q9HBX8
NA,NA,NA,NA,Prot_P23634,Prot_B7Z8X6,NA,Prot_Q9UJ90
NA,NA,NA,NA,Prot_A0A024R968,Prot_A0A0S2Z4N6,NA,Prot_Q9P2F6
NA,NA,NA,NA,Prot_Q02318,Prot_A0A141PNN3,NA,Prot_P46952
NA,NA,NA,NA,Prot_P31277,Prot_A0A141PNN4,NA,Prot_Q9HBH7
NA,NA,NA,NA,Prot_P56159,Prot_A0A0S2Z4N5,NA,Prot_Q9BYH1
NA,NA,NA,NA,Prot_B7Z856,Prot_Q15124,NA,Prot_B7ZLJ8
NA,NA,NA,NA,Prot_P10643,Prot_O43281,NA,Prot_A0A024R6N9
NA,NA,NA,NA,Prot_Q05CI3,Prot_Q12946,NA,Prot_B4DDH1
NA,NA,NA,NA,Prot_A8K1M0,Prot_B4DDH4,NA,Prot_P05154
NA,NA,NA,NA,Prot_Q5TAQ4,Prot_Q15274,NA,Prot_P14616
NA,NA,NA,NA,Prot_Q96PC2,Prot_V9HWJ5,NA,Prot_Q9NYP8
NA,NA,NA,NA,Prot_Q8WXI4,Prot_Q5H9L4,NA,Prot_Q8N3Z0
NA,NA,NA,NA,Prot_Q13304,Prot_Q6MZT1,NA,Prot_B3KVZ0
NA,NA,NA,NA,Prot_G4XH68,Prot_B4DKB7,NA,Prot_B3KWN9
NA,NA,NA,NA,Prot_B4DTU7,Prot_P53420,NA,Prot_Q8WY21
NA,NA,NA,NA,Prot_Q3SY69,Prot_Q6ZQN5,NA,Prot_A8K182
NA,NA,NA,NA,Prot_A6NEQ2,Prot_Q6UX68,NA,Prot_E6Y3G0
NA,NA,NA,NA,Prot_A0A0S2Z3R6,Prot_A0A087X143,NA,Prot_E6Y3F9
NA,NA,NA,NA,Prot_Q13751,Prot_B4DGD1,NA,Prot_Q13402
NA,NA,NA,NA,Prot_Q2T9L4,Prot_Q6ZMN7,NA,Prot_A0A024R8M1
NA,NA,NA,NA,Prot_P57058,Prot_Q14206,NA,Prot_Q9UJ37
NA,NA,NA,NA,Prot_P41231,Prot_B2R612,NA,Prot_Q6ZS10
NA,NA,NA,NA,Prot_Q99990,Prot_Q8TDC0,NA,Prot_B0ZBE0
NA,NA,NA,NA,Prot_Q9UBP4,Prot_O94856,NA,Prot_P25100
NA,NA,NA,NA,Prot_F6SYF8,Prot_B4DRH7,NA,Prot_A4D1Q0
NA,NA,NA,NA,Prot_B4E2Q9,Prot_B7Z8E5,NA,Prot_P08172
NA,NA,NA,NA,Prot_Q5JPC7,Prot_Q14722,NA,Prot_Q6SL56
NA,NA,NA,NA,Prot_Q99518,Prot_F8W6W4,NA,Prot_Q86SJ1
NA,NA,NA,NA,Prot_P41181,Prot_Q5MJQ3,NA,Prot_Q6SL59
NA,NA,NA,NA,Prot_P51654,Prot_B7Z435,NA,Prot_Q9BWQ8
NA,NA,NA,NA,Prot_Q53H15,Prot_O14827,NA,Prot_Q12947
NA,NA,NA,NA,Prot_B4DTD8,Prot_Q68DX5,NA,Prot_Q00LT1
NA,NA,NA,NA,Prot_I6QTG3,Prot_Q9Y5G4,NA,Prot_Q9BX67
NA,NA,NA,NA,Prot_P23771,Prot_P80162,NA,Prot_Q5JXM2
NA,NA,NA,NA,Prot_P43116,Prot_A0A024R188,NA,Prot_Q13258
NA,NA,NA,NA,Prot_G8IFA7,Prot_Q9BRR3,NA,Prot_A0A024R3H3
NA,NA,NA,NA,Prot_Q9H0W5,Prot_Q8N485,NA,Prot_O00534
NA,NA,NA,NA,Prot_Q96NY7,Prot_Q92529,NA,Prot_A0A140VK80
NA,NA,NA,NA,Prot_Q8IVN8,Prot_Q96A47,NA,Prot_Q9H0B8
NA,NA,NA,NA,Prot_Q6ZMP0,Prot_B3KU84,NA,Prot_A0A024RBV3
NA,NA,NA,NA,Prot_Q13009,Prot_Q6V0I7,NA,Prot_Q8IZU0
NA,NA,NA,NA,Prot_P48163,Prot_X2G5I7,NA,Prot_O95741
NA,NA,NA,NA,Prot_Q7Z2X4,Prot_X2GA70,NA,Prot_B3KWK1
NA,NA,NA,NA,Prot_P61371,Prot_P78539,NA,Prot_Q8IV31
NA,NA,NA,NA,Prot_A0A024RDV9,Prot_Q96F85,NA,Prot_B2RXF0
NA,NA,NA,NA,Prot_Q8N0X7,Prot_O94788,NA,Prot_P0DMB2
NA,NA,NA,NA,Prot_P19113,Prot_A0A024RDA0,NA,Prot_O75096
NA,NA,NA,NA,Prot_P20783,Prot_P10721,NA,Prot_Q6UXG3
NA,NA,NA,NA,Prot_B7Z3F0,Prot_B4DR96,NA,Prot_O43927
NA,NA,NA,NA,Prot_B7Z5S0,Prot_E9PEA7,NA,Prot_Q53X90
NA,NA,NA,NA,Prot_Q96MK2,Prot_Q8WUK8,NA,Prot_Q8NAU1
NA,NA,NA,NA,Prot_P0CG23,Prot_Q99469,NA,Prot_B5MCN3
NA,NA,NA,NA,Prot_O95600,Prot_B4DZ13,NA,Prot_O14495
NA,NA,NA,NA,Prot_A0A024R9X4,Prot_P21266,NA,Prot_Q7Z570
NA,NA,NA,NA,Prot_Q2MKA7,Prot_Q6FGJ9,NA,Prot_Q6UXN8
NA,NA,NA,NA,Prot_O15075,Prot_Q9HAR2,NA,Prot_Q8N4F7
NA,NA,NA,NA,Prot_B7Z5K4,Prot_B7Z2G2,NA,Prot_O95425
NA,NA,NA,NA,Prot_Q5VZY9,Prot_E7EUW2,NA,Prot_Q569J5
NA,NA,NA,NA,Prot_A0A024R0S6,Prot_E7EVD6,NA,Prot_Q9P2G3
NA,NA,NA,NA,Prot_Q9NZN4,Prot_E7EUP0,NA,Prot_Q4G160
NA,NA,NA,NA,Prot_B7Z7S6,Prot_E7ESV6,NA,Prot_Q9NZ94
NA,NA,NA,NA,Prot_Q68CQ1,Prot_O60237,NA,Prot_X5D7L6
NA,NA,NA,NA,Prot_B4DXB3,Prot_E1CKY7,NA,Prot_B7Z3P8
NA,NA,NA,NA,Prot_Q6UXB8,Prot_O15547,NA,Prot_Q6MZK0
NA,NA,NA,NA,Prot_Q8TDW7,Prot_O43680,NA,Prot_X5D2P6
NA,NA,NA,NA,Prot_Q05707,Prot_Q99727,NA,Prot_X5DNV3
NA,NA,NA,NA,Prot_Q13797,Prot_B7ZLY6,NA,Prot_Q96CY4
NA,NA,NA,NA,Prot_Q8N6H6,Prot_F5H369,NA,Prot_Q16288
NA,NA,NA,NA,Prot_P0DMW3,Prot_O75747,NA,Prot_X5D2R1
NA,NA,NA,NA,Prot_Q96HG1,Prot_B7Z6H8,NA,Prot_X5DNW6
NA,NA,NA,NA,Prot_Q14721,Prot_E9PF55,NA,Prot_O95193
NA,NA,NA,NA,Prot_B7Z9Z0,Prot_Q0VG54,NA,Prot_B7Z7U4
NA,NA,NA,NA,Prot_Q32M45,Prot_Q0VG55,NA,Prot_X5D7M5
NA,NA,NA,NA,Prot_Q96MS0,Prot_Q59G71,NA,Prot_P14415
NA,NA,NA,NA,Prot_F5GWJ5,Prot_Q86VB0,NA,Prot_Q8N144
NA,NA,NA,NA,Prot_B3KWQ6,Prot_Q9HBL0,NA,Prot_A0A0C4DG99
NA,NA,NA,NA,Prot_P41219,Prot_B2RU35,NA,Prot_Q96HC9
NA,NA,NA,NA,Prot_Q9NS66,Prot_E9PGF5,NA,Prot_Q9P2N7
NA,NA,NA,NA,Prot_Q8N957,Prot_A1L0S7,NA,Prot_B7ZB44
NA,NA,NA,NA,Prot_H3BM45,Prot_Q8N336,NA,Prot_Q6UXH8
NA,NA,NA,NA,Prot_P28358,Prot_B4DM88,NA,Prot_P22352
NA,NA,NA,NA,Prot_P05106,Prot_E9PLM8,NA,Prot_Q6YN44
NA,NA,NA,NA,Prot_F8W9S8,Prot_Q8TDS5,NA,Prot_Q96PE1
NA,NA,NA,NA,Prot_Q8NA19,Prot_Q9UKI2,NA,Prot_D3DSW5
NA,NA,NA,NA,Prot_Q9NQ79,Prot_Q15493,NA,Prot_Q9UQC9
NA,NA,NA,NA,Prot_Q14508,Prot_V9HWF8,NA,Prot_Q3SXP7
NA,NA,NA,NA,Prot_A2A2L3,Prot_P35625,NA,Prot_Q9UJV8
NA,NA,NA,NA,Prot_Q9BZ11,Prot_P21728,NA,Prot_Q8WU08
NA,NA,NA,NA,Prot_B4DFX6,Prot_P10070,NA,Prot_B7Z9H7
NA,NA,NA,NA,Prot_F6XZD3,Prot_Q1PSW9,NA,Prot_P35499
NA,NA,NA,NA,Prot_Q8N283,Prot_Q59FV5,NA,Prot_A0A0S2Z3Q6
NA,NA,NA,NA,Prot_O75900,Prot_P25021,NA,Prot_P11362
NA,NA,NA,NA,Prot_B0AZM9,Prot_A0A1B0GTK7,NA,Prot_Q17RC7
NA,NA,NA,NA,Prot_Q9P286,Prot_P60508,NA,Prot_Q53FP2
NA,NA,NA,NA,Prot_Q9H9P2,Prot_Q99593,NA,Prot_Q86Y22
NA,NA,NA,NA,Prot_A0A0C4DFS2,Prot_A0A024R9L4,NA,Prot_Q5VYJ5
NA,NA,NA,NA,Prot_O75711,Prot_B7Z6F6,NA,Prot_Q4G0U5
NA,NA,NA,NA,Prot_Q6FGG5,Prot_O14770,NA,Prot_Q9BX46
NA,NA,NA,NA,Prot_Q96AC1,Prot_B3KPD8,NA,Prot_A8KAI7
NA,NA,NA,NA,Prot_A0A024R687,Prot_B3KP81,NA,Prot_B7Z6B7
NA,NA,NA,NA,Prot_P01023,Prot_O95896,NA,Prot_B7Z6B4
NA,NA,NA,NA,Prot_C8C060,Prot_Q8TB92,NA,Prot_Q9C009
NA,NA,NA,NA,Prot_P12643,Prot_Q9NT06,NA,Prot_Q8WXS4
NA,NA,NA,NA,Prot_B3KPP4,Prot_B7Z212,NA,Prot_Q86SV2
NA,NA,NA,NA,Prot_Q86TD4,Prot_Q9H3M0,NA,Prot_E7EMC0
NA,NA,NA,NA,Prot_B4DYT9,Prot_Q8NFP7,NA,Prot_Q9HCS4
NA,NA,NA,NA,Prot_Q13522,Prot_Q8IX30,NA,Prot_O95631
NA,NA,NA,NA,Prot_Q6ZST4,Prot_Q14524,NA,Prot_Q9BRC7
NA,NA,NA,NA,Prot_P10646,Prot_Q86V90,NA,Prot_C9JEA7
NA,NA,NA,NA,Prot_Q8IZ40,Prot_H9KVD2,NA,Prot_P05771
NA,NA,NA,NA,Prot_Q9BRU2,Prot_E9PG18,NA,Prot_A0PJA6
NA,NA,NA,NA,Prot_Q9UBN4,Prot_E9PHB6,NA,Prot_P02787
NA,NA,NA,NA,Prot_P36402,Prot_K4DIA1,NA,Prot_Q06AH7
NA,NA,NA,NA,Prot_B3KQ75,Prot_A0A0A0MT39,NA,Prot_Q9UQQ1
NA,NA,NA,NA,Prot_O75493,Prot_Q5JTB6,NA,Prot_Q96DZ5
NA,NA,NA,NA,Prot_A0A0A0MR49,Prot_Q5JTB5,NA,Prot_F1T0I9
NA,NA,NA,NA,Prot_Q9HCS2,Prot_P49418,NA,Prot_O00294
NA,NA,NA,NA,Prot_P24387,Prot_Q8NBV4,NA,Prot_Q0QD38
NA,NA,NA,NA,Prot_P55058,Prot_X6R886,NA,Prot_P40199
NA,NA,NA,NA,Prot_Q08AM8,Prot_Q99062,NA,Prot_Q15166
NA,NA,NA,NA,Prot_Q8TEC5,Prot_Q8NBF1,NA,Prot_Q14565
NA,NA,NA,NA,Prot_P27815,Prot_A6NCL7,NA,Prot_O00168
NA,NA,NA,NA,Prot_Q9UPR0,Prot_Q8N6Y2,NA,Prot_Q9Y2W7
NA,NA,NA,NA,Prot_Q9GZM7,Prot_Q96AH8,NA,Prot_A0A024RE22
NA,NA,NA,NA,Prot_F6SDV2,Prot_A0A096LP44,NA,Prot_P08246
NA,NA,NA,NA,Prot_A0A024RAH7,Prot_Q96QR1,NA,Prot_Q9BPV8
NA,NA,NA,NA,Prot_P34972,Prot_A8K858,NA,Prot_F1D8S6
